# SSG Issues Database
# id	file_path	category	status	severity	description	last_updated	source
ISS-090	ssg-md/src/main/scala/ssg/md/ast/ParagraphItemContainer.scala	type-loss	resolved	low	 — Fixed as part of ISS-062: ParagraphItemContainer.isParagraphWrappingDisabled uses ListOptions instead of Any	2026-04-10	manual
ISS-091	ssg-md/src/main/scala/ssg/md/ext/emoji/internal/EmojiResolvedShortcut.scala	correctness	resolved	low	"alt-attribute string built as 'emoji ' + category + ':' + shortcut. Java passes possibly-null category/shortcut yielding literal 'null' substrings. Scala uses getOrElse("""") yielding empty substrings. CAUTION comment in source notes string is consumed by Apple Mail HTML parser — different bytes may break round-trip."	2026-04-11	manual
ISS-092	ssg-md/src/main/scala/ssg/md/ext/emoji/internal/EmojiReference.scala	correctness	resolved	high	 — Documented Emoji→EmojiData inner class rename in migration notes. Breaking change needed to avoid name clash with outer Emoji node class.	2026-04-10	manual
ISS-093	ssg-md/src/main/scala/ssg/md/html/HtmlRenderer.scala	logic-bug	resolved	high	 — Fixed delegate resolution: DelegatingNodeRendererFactoryWrapper.nodeRenderers changed to private[html], HtmlRenderer now creates wrappers with Nullable.empty then sets the complete list on all wrappers before DependencyResolver.resolveFlatDependencies — beforeDependents now correctly resolves delegate ordering	2026-04-10	manual
ISS-094	ssg-md/src/main/scala/ssg/md/parser/internal/DocumentParser.scala	logic-bug	resolved	high	 — Fixed early-exit bug: wrapped preProcessParagraph body in boundary{} and replaced 'continue = false // return' with break(()) at both unlink points — inner for loop now exits immediately when block is removed, matching Java's return behavior	2026-04-10	manual
ISS-095	ssg-md/src/main/scala/ssg/md/ast/RefNode.scala	logic-bug	resolved	high	 — getReferenceNode(Document) now delegates to getReferenceNode(Parser.REFERENCES.get(document)) as in the Java original — Parser.REFERENCES was already ported	2026-04-10	manual
ISS-096	ssg-md/src/main/scala/ssg/md/ast/Heading.scala	logic-bug	resolved	low	 — anchorRefText now reads HEADER_ID_REF_TEXT_TRIM_LEADING_SPACES/TRAILING_SPACES from document options instead of hardcoding true	2026-04-10	manual
ISS-097	ssg-md/src/main/scala/ssg/md/formatter/Formatter.scala	logic-bug	resolved	high	 — Fixed collectedNodes population: changed from val to var, added collectNodeTypes HashSet to accumulate nodeClasses during formatter loop, and added post-loop NodeCollectingVisitor.collect() + getSubClassingBag() to populate collectedNodes — nodesOfType()/reversedNodesOfType() now work correctly	2026-04-10	manual
ISS-098	ssg-liquid/src/main/scala/ssg/liquid/filters/Absolute_Url.scala	bug	resolved	medium	Drops IDN.toASCII punicode handling and trailing-slash preservation from Java convertUnicodeURLToAscii; also bypasses Relative_Url inheritance. Unicode domain URLs will fail.	2026-04-11	manual
ISS-099	ssg-liquid/src/main/scala/ssg/liquid/filters/Relative_Url.scala	bug	resolved	high	 — Relative_Url ported: URI normalization, query/anchor split, toASCIIString, Inspectable support, addError/STRICT mode. Absolute_Url now extends Relative_Url with convertUnicodeURLToAscii.	2026-04-10	manual
ISS-100	ssg-liquid/src/main/scala/ssg/liquid/filters/Split.scala	bug	resolved	low	 — Split filter now strips leading empty string when input begins with delimiter, matching Java's lookbehind behavior without re2-incompatible regex.	2026-04-10	manual
ISS-101	ssg-liquid/src/main/scala/ssg/liquid/filters/Where_Exp.scala	bug	resolved	medium	 — matchCondition now uses singletonMap (no parent var copying) + renderToObjectUnguarded with parent context + strict 'true'.equals check — matching Java original's exact semantics	2026-04-10	manual
ISS-102	ssg-liquid/src/main/scala/ssg/liquid/tags/IncludeRelative.scala	bug	resolved	high	 — IncludeRelative.detectSource now resolves paths relative to context.getRootFolder(), falling back to cwd. Include.scala refactored with detectSource hook.	2026-04-10	manual
ISS-103	ssg-js/src/main/scala/ssg/js/compress/Compressor.scala	major	resolved	missing_logic	optimizeBinary missing ~15 optimization paths: 32-bit equality, bitwise De Morgan, associative folding, template concat, boolean-context +, comparisons negation, unsafe_comps reversal, right-assoc flattening, a+-b to a-b	2026-04-13	manual
ISS-104	ssg-js/src/main/scala/ssg/js/compress/Compressor.scala	major	resolved	missing_logic	optimizeCall missing ~13 optimization paths: unused arg trimming, console.assert folding, Array.from/Array(n), String()/Number() 0-arg, Symbol trimming, RegExp ctor, method call opts (.toString/.join/.charAt/.apply/.call), unsafe_Function, inline_array_like_spread on args	2026-04-13	manual
ISS-105	ssg-js/src/main/scala/ssg/js/compress/Compressor.scala	major	resolved	missing_logic	optimizeConditional missing ~12 optimization paths: condition negation swap, x?x:y to x||y, common-assign merge, single-arg-diff call merge, nested ternary flattening, nullish coalescing a==null?b:a to a??b, sequence/binary dedup patterns	2026-04-13	manual
ISS-106	ssg-js/src/main/scala/ssg/js/compress/Compressor.scala	minor	resolved	missing_logic	optimizeIf missing 4 paths: negated condition preference (negated_is_best), empty-body-alt to || expr, aborts(body) hoist-alt, aborts(alternative) swap-hoist. Port covers ~67pct of original branches	2026-04-13	manual
ISS-107	ssg-js/src/main/scala/ssg/js/compress/Compressor.scala	minor	resolved	missing_logic	optimizeUnaryPrefix missing 3 paths: negate binary in boolean context (best_of with negate), tilde-xor distributivity (~(x^y) => x^~y), is_32_bit_integer check for double-tilde	2026-04-13	manual
ISS-108	ssg-js/src/main/scala/ssg/js/compress/Compressor.scala	minor	resolved	missing_logic	maintain_this_binding never called in port: original uses it in AST_Conditional, AST_Binary (&&/||), AST_Sequence to preserve this-context during expression rewriting. May produce incorrect code for method references	2026-04-13	manual
ISS-109	ssg-js/src/main/scala/ssg/js/compress/Compressor.scala	minor	resolved	missing_logic	optimizeSub missing arguments[n] to named-param optimization and array-literal index flattening ([a,b,c][1] => side-effects + b)	2026-04-13	manual
ISS-110	ssg-js/src/main/scala/ssg/js/compress/Compressor.scala	minor	resolved	missing_logic	optimizeDot missing unsafe_proto optimization (Array.prototype.foo => [].foo etc) and PropAccess-within-PropAccess early return guard	2026-04-13	manual
ISS-111	ssg-js/src/main/scala/ssg/js/compress/Compressor.scala	minor	resolved	missing_logic	optimizeAssign missing dead_code elimination (assignment to unreachable var in exit context) and lift_sequences call	2026-04-13	manual
ISS-112	ssg-js/src/main/scala/ssg/js/compress/Compressor.scala	minor	resolved	missing_logic	optimizeObjectKeyVal missing unsafe_methods: p:function(){} to p(){} and p:()=>{} to p(){} concise method conversion	2026-04-13	manual
ISS-113	ssg-js/src/main/scala/ssg/js/compress/Compressor.scala	minor	resolved	missing_logic	optimizeChain incomplete: original replaces entirely-nullish chain with void 0 (or 0 for delete context). Port only unwraps optional flag when receiver is non-nullish	2026-04-13	manual
ISS-114	ssg-js/src/main/scala/ssg/js/compress/Compressor.scala	minor	resolved	correctness	optimizeDo truthy-condition path: original wraps body+condition in for-block to preserve condition side effects as trailing statement. Port creates bare AstFor without condition side-effect preservation	2026-04-13	manual
ISS-115	ssg-js/src/main/scala/ssg/js/compress/DropUnused.scala	bug	resolved	high	CRITICAL: scope.walk(tt) instead of scope.transform(tt) at line ~336. Transformer output discarded, making drop-unused a no-op. Original: self.transform(tt) at drop-unused.js:464.	2026-04-11	manual
ISS-116	ssg-js/src/main/scala/ssg/js/compress/Common.scala	bug	resolved	high	resolveFixedValue uses Java reflection (getClass.getMethod/invoke) at lines 292-310. Breaks on JS/Native, calls wrong receiver (thedef not SymbolRef). Replace with AstSymbolRef.fixedValue().	2026-04-11	manual
ISS-117	ssg-js/src/main/scala/ssg/js/compress/Compressor.scala	bug	resolved	high	find_variable, is_atomic, unsafe_undefined_ref helpers missing. optimizeInfinity/NaN/Undefined replace globals even when locally shadowed (var Infinity=5). Port from index.js:655-665,2963-2982.	2026-04-11	manual
ISS-118	ssg-js/src/main/scala/ssg/js/compress/Compressor.scala	bug	resolved	high	"optimizeBlockStatement has inverted hasDirective(""use strict"") check at line ~760. \!hasDirective(...).isInstanceOf[AstNode] is backwards. Should be hasDirective(""use strict"") == null."	2026-04-11	manual
ISS-119	ssg-js/src/main/scala/ssg/js/compress/TightenBody.scala	incomplete-port	resolved	high	collapse_vars pass (~693 LOC) entirely missing. tighten-body.js:278-970 contains collapse() with 19 sub-functions (scanner, multi_replacer, extract_candidates, find_stop, etc). Most impactful single optimization in the compressor.	2026-04-11	manual
ISS-120	ssg-js/src/main/scala/ssg/js/compress/Inference.scala	incomplete-port	resolved	high	negate() entirely missing (~80 LOC). inference.js:836-917. Dispatches per-type: UnaryPrefix unwrap, Sequence negate-last, Conditional negate-both, Binary flip-operator/DeMorgan. Used by optimizeIf, optimizeConditional, optimizeUnaryPrefix.	2026-04-11	manual
ISS-121	ssg-js/src/main/scala/ssg/js/compress/Inference.scala	incomplete-port	resolved	high	bitwise_negate() entirely missing (~35 LOC). inference.js:919-954. Folds ~~x, constant-folds ~N. Used by optimizeBinary De Morgan paths.	2026-04-11	manual
ISS-122	ssg-js/src/main/scala/ssg/js/compress/Inference.scala	incomplete-port	resolved	high	is_callee_pure + global_pure_fns entirely missing (~30 LOC). inference.js:956-987. Blocks dead-call elimination — has_side_effects(AstCall) and may_throw(AstCall) are stubbed always-true because this is absent.	2026-04-11	manual
ISS-123	ssg-js/src/main/scala/ssg/js/compress/Inference.scala	incomplete-port	resolved	high	is_call_pure entirely missing (~20 LOC). inference.js:990-1010. Determines if a method call on a native object (Array/String/Number/etc) is pure. Needed by has_side_effects and drop-side-effect-free.	2026-04-11	manual
ISS-124	ssg-js/src/main/scala/ssg/js/compress/Inference.scala	incomplete-port	resolved	high	is_constant_expression + all_refs_local entirely missing (~75 LOC). inference.js:671-745. Walks AST checking for out-of-scope references. Used by reduce_vars for inlining decisions and by inline.js. Evaluate.scala has a misplaced incomplete stub.	2026-04-11	manual
ISS-125	ssg-js/src/main/scala/ssg/js/compress/Inference.scala	incomplete-port	resolved	high	contains_this entirely missing (~12 LOC). inference.js:1045-1056. Walks tree for AST_This, stops at non-Arrow scopes. Required by is_modified and inline.js. NOTE: Compressor.scala has a private containsThis() but Inference.scala (the canonical location) does not.	2026-04-11	manual
ISS-126	ssg-js/src/main/scala/ssg/js/compress/ReduceVars.scala	incomplete-port	resolved	high	handle_defined_after_hoist (~140 LOC) entirely missing. reduce-vars.js:518-660. Two-pass analysis detecting when hoisted fn uses var written after call site. Never called from markLambda or Toplevel handler. Without it, reduce_vars may incorrectly inline variables.	2026-04-12	manual
ISS-127	ssg-js/src/main/scala/ssg/js/compress/Inline.scala	incomplete-port	resolved	high	inlineIntoCall missing body-flattening path (~200 LOC). inline.js:490-674 — can_flatten_body, can_inject_args, can_inject_vars, can_inject_symbols, append_var, flatten_args, flatten_vars, flatten_fn. Also missing: reduce_vars symbol resolution, dont_inline_lambda_in_loop guard, negate_iife.	2026-04-12	manual
ISS-128	ssg-js/src/main/scala/ssg/js/compress/Inline.scala	incomplete-port	resolved	high	inlineIntoSymbolRef missing 15+ paths. inline.js:168-320 — missing: in_computed_key guard, is_const_symbol_short_than_init_value, is_callee_pure/_NOINLINE on single_use, cross-scope class return, retain_top_func/escaped/INLINED block, DefClass→ClassExpression, Defun→Function, recursive-ref rewriting, clone-to-scope, AST_This multi-use, evaluate+unsafe_regexp, size-based overhead calc.	2026-04-12	manual
ISS-129	ssg-js/src/main/scala/ssg/js/compress/Compressor.scala	incomplete-port	resolved	high	"hoist_declarations (~134 LOC) and hoist_properties (~67 LOC) entirely missing. index.js:739-941. before() has comment ""deferred ISS-035"". Hoists var decls to function top, merges obj.a/obj.b to individual vars."	2026-04-12	manual
ISS-130	ssg-js/src/main/scala/ssg/js/compress/Common.scala	incomplete-port	resolved	high	bestOf(compressor,ast1,ast2) missing. common.js:186-192. Dispatches to bestOfStatement or bestOfExpression based on firstInStatement. Also: isRefOf always returns false (TODO stub at line 420), isReachable uses wrong algorithm (walk instead of walk_parent, async/generator guard dropped).	2026-04-12	manual
ISS-131	ssg-js/src/main/scala/ssg/js/compress/Inference.scala	incomplete-port	resolved	high	has_side_effects(AstCall) always returns true (stub at line ~343). may_throw(AstCall) always returns true (stub at line ~511). Both need is_callee_pure (ISS-122). Also missing: AstAssign use-strict+SymbolRef guard in may_throw, aborts() missing AstSwitchBranch/AstDefClass/AstClassStaticBlock/AstIf cases, _dot_throw missing AstObject/AstExpansion/AstDot cases.	2026-04-11	manual
ISS-132	ssg-js/src/main/scala/ssg/js/compress/Evaluate.scala	incomplete-port	resolved	high	evalSymbolRef is complete stub (always returns self, line ~468). No fixed_value lookup, no escaped depth check, reentrantRefEval set declared but never mutated. Also missing: AST_Function unsafe fn-object creation, RegExp/global_objs eval paths, BigInt guard in evalBinary, NaN+AST_With guard.	2026-04-12	manual
ISS-133	ssg-js/src/main/scala/ssg/js/compress/DropSideEffectFree.scala	incomplete-port	resolved	high	dropCall is_callee_pure/is_call_pure stubbed (TODO at line ~259). dropClass missing is_self_referential check. dropAssign missing use-strict+PropAccess guard. dropUnary missing IIFE-in-statement negate branch. AstClassPrivateProperty missing computed key branch.	2026-04-12	manual
